courseid;id_kategorie;cely_nazev_kurzu;short_code_kurzu;zacatek_kurzu;konec_kurzu;nazev_kategorie;kod_kurzu;kod_ved_urednik;kod_urednik;mesto;misto_konani;popis_kurzu;multi_date_course;cas_kurzu;druh_kurzu;zamekkod;max_students;Pocet_studentu;Pocet_ostatnich;Pocet_uspesnych_dokonceni;Pocet_osvedceni_a_certifikatu;Pocet_osvedceni;Pocet_certifikatu;Kontaktni_osoba;
1419;14;Agenda pøestupkù v podmínkách územních samosprávnıch celkù;;26.09.2019 09:00;26.09.2019 17:00;Jihomoravskı kraj;PUSC;AK/VE-273/2019;AK/PV-423/2019;Blansko (okres Blansko);;;;8;akreditovanı kurz;NE;;30;1;30;0;0;0; / ;
1448;14;Místní poplatky v praxi obcí: Správa místních poplatkù dle daòového øádu – obecná èást;;05.11.2019 09:00;05.11.2019 17:00;Jihomoravskı kraj;MPOÈ;AK/VE-327/2019;AK/PV-519/2019;Brno;;;;8;akreditovanı kurz;NE;;29;1;29;0;0;0; / ;
1459;14;Vybrané otázky poskytování informací podle zákona è. 106/1999 Sb.;;07.11.2019 09:00;07.11.2019 17:00;Jihomoravskı kraj;VOPI;AK/VE-156/2019;AK/PV-255/2019;Šlapanice (okres Brno-venkov);;;;8;akreditovanı kurz;NE;;56;1;56;0;0;0; / ;
1463;14;Správní øád od A do Z – Opravné prostøedky;;07.11.2019 09:00;07.11.2019 17:00;Jihomoravskı kraj;SROP;AK/VE-105/2019;AK/PV-172/2019;Hustopeèe (okres Bøeclav);;;;8;akreditovanı kurz;NE;;36;0;36;0;0;0; / ;
1484;14;Prùvodce veøejnımi zakázkami – Praktická aplikace institutù zákona o zadávání veøejnıch zakázek;;21.11.2019 09:00;21.11.2019 17:00;Jihomoravskı kraj;VZAI;AK/VE-83/2019;AK/PV-138/2019;Brno;;;;8;akreditovanı kurz;NE;;20;0;20;0;0;0; / ;
1489;14;Hospodaøení a nakládání s majetkem obce;;26.11.2019 09:00;26.11.2019 17:00;Jihomoravskı kraj;HNMO;AK/VE-131/2019;AK/PV-218/2019;Brno;;;;8;akreditovanı kurz;NE;;25;0;25;0;0;0; / ;
1496;14;Územní plánování v praxi územních samosprávnıch celkù;;17.10.2019 09:00;17.10.2019 17:00;Jihomoravskı kraj;ÚVPP;AK/VE-256/2019;AK/PV-401/2019;Brno;;;;8;akreditovanı kurz;ANO;;28;1;28;0;0;0; / ;
1511;14;Archivnictví a spisová sluba územních samosprávnıch celkù;;24.10.2019 09:00;24.10.2019 17:00;Jihomoravskı kraj;ASUS;AK/VE-104/2019;AK/PV-171/2019;Šlapanice (okres Brno-venkov);;;;8;akreditovanı kurz;NE;;54;1;54;0;0;0; / ;
1518;14;Správní øád od A do Z - Doruèování;;30.10.2019 09:00;30.10.2019 17:00;Jihomoravskı kraj;SRDO;AK/VE-93/2019;AK/PV-155/2019;Hustopeèe (okres Bøeclav);;;;8;akreditovanı kurz;NE;;45;1;45;0;0;0; / ;
1538;14;Obèanskı zákoník – smluvní agenda pro obce;;14.11.2019 09:00;14.11.2019 17:00;Jihomoravskı kraj;OZSO;AK/VE-264/2019;AK/PV-414/2019;Brno;;;;8;akreditovanı kurz;NE;;25;0;25;0;0;0; / ;
1546;14;Prùvodce veøejnımi zakázkami – Odpovìdné veøejné zadávání;;03.12.2019 09:00;03.12.2019 17:00;Jihomoravskı kraj;;;;Brno;;;;8;;NE;;9;0;9;0;0;0; / ;
1550;14;Obèanskı zákoník – smluvní agenda pro obce;;12.12.2019 09:00;12.12.2019 17:00;Jihomoravskı kraj;OZSO;AK/VE-264/2019;AK/PV-414/2019;Brno;;;;8;akreditovanı kurz;NE;;22;0;0;0;0;0; / ;
348;15;Elektronizace veøejné správy;;11.02.2020 09:00;11.02.2020 17:00;Královéhradeckı kraj;ELVS;AK/VE-291/2019;AK/PV-461/2019;Hradec Králové (okres Hradec Králové);;;;8;akreditovanı kurz;NE;;28;1;2;0;0;0;Mgr. Simona Vavrochová ;
356;15;Místní poplatky v praxi obcí: Správa místních poplatkù dle daòového øádu – obecná èást;;20.02.2020 09:00;20.02.2020 17:00;Královéhradeckı kraj;MPOÈ;AK/VE-327/2019;AK/PV-519/2019;Hradec Králové (okres Hradec Králové);;;;8;akreditovanı kurz;NE;;27;2;1;0;0;0;Mgr. Simona Vavrochová ;
366;15;Hospodaøení obcí - rozpoèet a finanèní kontrola;;12.03.2020 09:00;12.03.2020 17:00;Královéhradeckı kraj;HORF;AK/VE-134/2019;AK/PV-221/2019;Hradec Králové (okres Hradec Králové);Krajskı úøad Královéhradeckého kraje, Pivovarské nám. 1245, 500 03 Hradec Králové, místnost è. 9-P1.905 sál Karla Poláèka;;;7;akreditovanı kurz;NE;;26;2;0;0;0;0;Mgr. Simona Vavrochová ;
374;15;Ochrana ivotního prostøedí na úrovni obcí;;24.03.2020 09:00;24.03.2020 17:00;Královéhradeckı kraj;OZPO;AK/VE-224/2019;AK/PV-363/2019;Hradec Králové (okres Hradec Králové);;;;8;akreditovanı kurz;NE;;2;2;0;0;0;0;Mgr. Simona Vavrochová ;
398;15;Projektové øízení;;14.05.2020 09:00;14.05.2020 17:00;Královéhradeckı kraj;PROØ;AK/VE-155/2019;AK/PV-254/2019;Hradec Králové (okres Hradec Králové);;;;8;akreditovanı kurz;NE;;0;1;0;0;0;0;Mgr. Simona Vavrochová ;
406;15;Agenda pøestupkù v podmínkách územních samosprávnıch celkù;;21.05.2020 09:00;21.05.2020 17:00;Královéhradeckı kraj;PUSC;AK/VE-273/2019;AK/PV-423/2019;Hradec Králové (okres Hradec Králové);;;;8;akreditovanı kurz;NE;;0;2;0;0;0;0;Mgr. Simona Vavrochová ;
417;15;Archivnictví a spisová sluba územních samosprávnıch celkù;;09.06.2020 09:00;09.06.2020 17:00;Královéhradeckı kraj;ASUS;AK/VE-104/2019;AK/PV-171/2019;Hradec Králové (okres Hradec Králové);;;;8;akreditovanı kurz;NE;;0;2;0;0;0;0;Mgr. Simona Vavrochová ;
421;15;Úøední deska pøehlednì a v pøíkladech;;18.06.2020 09:00;18.06.2020 15:00;Královéhradeckı kraj;ÚDPP;AK/VE-324/2019;AK/PV-514/2019;Hradec Králové (okres Hradec Králové);;;;6;akreditovanı kurz;NE;;1;2;0;0;0;0;Mgr. Simona Vavrochová ;
436;15;Finanèní kontrola ve veøejné správì;;13.01.2020 09:00;13.01.2020 17:00;Královéhradeckı kraj;FKVS;AK/VE-110/2019;AK/PV-186/2019;Hradec Králové (okres Hradec Králové);;;;8;akreditovanı kurz;NE;;28;2;28;0;0;0;Mgr. Simona Vavrochová ;
437;15;Pracovnì právní agenda obcí;;23.01.2020 09:00;23.01.2020 15:00;Královéhradeckı kraj;PPAO;AK/VE-149/2019;AK/PV-239/2019;Hoøice (okres Jièín);;;;6;akreditovanı kurz;NE;;43;1;4;0;0;0;Mgr. Simona Vavrochová ;
440;15;Vybrané otázky poskytování informací podle zákona è. 106/1999 Sb.;;30.01.2020 09:00;30.01.2020 17:00;Královéhradeckı kraj;VOPI;AK/VE-156/2019;AK/PV-255/2019;Novı Bydov (okres Hradec Králové);;;;8;akreditovanı kurz;NE;;26;2;0;0;0;0;Mgr. Simona Vavrochová ;
444;15;Archivnictví a spisová sluba územních samosprávnıch celkù;;14.02.2020 09:00;14.02.2020 17:00;Královéhradeckı kraj;ASUS;AK/VE-104/2019;AK/PV-171/2019;Chlumec nad Cidlinou (okres Hradec Králové);;;;8;akreditovanı kurz;NE;;30;2;0;0;0;0;Mgr. Simona Vavrochová ;
445;15;Správní øád od A do Z - Doruèování;;21.02.2020 09:00;21.02.2020 17:00;Královéhradeckı kraj;SRDO;AK/VE-93/2019;AK/PV-155/2019;Kostelec nad Orlicí (okres Rychnov nad Knìnou);;;;8;akreditovanı kurz;NE;;42;2;1;0;0;0;Mgr. Simona Vavrochová ;
458;15;Prùvodce veøejnımi zakázkami – praxe pøi zadávání veøejné zakázky;;14.05.2020 09:00;14.05.2020 17:00;Královéhradeckı kraj;VZPZ;AK/VE-81/2019;AK/PV-136/2019;Hoøice (okres Jièín);;;;8;akreditovanı kurz;NE;;0;2;0;0;0;0;Mgr. Simona Vavrochová ;
460;15;Prùvodce veøejnımi zakázkami - Nastavení interního procesu zadavatele;;04.06.2020 09:00;04.06.2020 17:00;Královéhradeckı kraj;VZIP;AK/VE-84/2019;AK/PV-139/2019;Hoøice (okres Jièín);;;;8;akreditovanı kurz;NE;;4;2;0;0;0;0;Mgr. Simona Vavrochová ;
464;15;Základní principy fungování obce;;22.11.2019 09:00;22.11.2019 17:00;Královéhradeckı kraj;ZPFO;AK/VE-79/2019;AK/PV-134/2019;Kostelec nad Orlicí (okres Rychnov nad Knìnou);;;99XQSWF10052020;16;akreditovanı kurz;NE;;48;2;0;48;42;6;Mgr. Simona Vavrochová ;
465;15;Základní principy fungování obce;;24.01.2020 09:00;24.01.2020 17:00;Královéhradeckı kraj;ZPFO;AK/VE-79/2019;AK/PV-134/2019;Kostelec nad Orlicí (okres Rychnov nad Knìnou);;;99XQSWF10052020;16;akreditovanı kurz;NE;;50;2;50;0;0;0;Mgr. Simona Vavrochová ;
466;15;Správní øád v rozhodovací praxi orgánù územních samosprávnıch celkù - základní modul 1/2;;29.01.2020 09:00;29.01.2020 17:00;Královéhradeckı kraj;SRZM;AK/VE-37/2019;AK/PV-59/2019;Hradec Králové (okres Hradec Králové);;;2MBXTU10052020;8;akreditovanı kurz;NE;;53;2;2;0;0;0;Mgr. Simona Vavrochová ;
469;15;Správní øád v rozhodovací praxi orgánù územních samosprávnıch celkù - základní modul;;19.02.2020 09:00;19.02.2020 17:00;Královéhradeckı kraj;SRZM;AK/VE-37/2019;AK/PV-59/2019;Hradec Králové (okres Hradec Králové);;;2MBXTU10052020;8;akreditovanı kurz;NE;;53;2;2;0;0;0;Mgr. Simona Vavrochová ;
545;15;Základní principy fungování obce;;18.02.2020 09:00;18.02.2020 17:00;Královéhradeckı kraj;ZPFO;AK/VE-79/2019;AK/PV-134/2019;;;;;16;akreditovanı kurz;NE;;0;2;0;0;0;0;Mgr. Simona Vavrochová ;
554;15;Místní poplatky v praxi obcí: Správa místních poplatkù dle daòového øádu – zvláštní èást;;23.04.2020 09:00;23.04.2020 17:00;Královéhradeckı kraj;MPZÈ;AK/VE-326/2019;AK/PV-518/2019;Hradec Králové (okres Hradec Králové);Krajskı úøad Královehradeckého kraje, Pivovarské nám. 1245, 500 03 Hradec Králové;;;8;akreditovanı kurz;NE;;1;2;0;0;0;0;Mgr. Simona Vavrochová ;
571;15;Základní principy fungování obce 1/2;;20.03.2020 09:00;20.03.2020 17:00;Královéhradeckı kraj;ZPFO;AK/VE-79/2019;AK/PV-134/2019;Chlumec nad Cidlinou (okres Hradec Králové);Mìstskı úøad Chlumec nad Cidlinou;;14AMDHX10052020;8;akreditovanı kurz;ANO;;17;2;0;0;0;0;Mgr. Simona Vavrochová ;
572;15;Základní principy fungování obce 2/2;;24.04.2020 09:00;24.04.2020 17:00;Královéhradeckı kraj;ZPFO;AK/VE-79/2019;AK/PV-134/2019;Chlumec nad Cidlinou (okres Hradec Králové);Mìstskı úøad Chlumec nad Cidlinou;;14AMDHX10052020;8;akreditovanı kurz;ANO;;17;2;0;0;0;0;Mgr. Simona Vavrochová ;
781;15;Projektové øízení;;15.09.2020 09:00;15.09.2020 17:00;Královéhradeckı kraj;PROØ;AK/VE-155/2019;AK/PV-254/2019;Hradec Králové (okres Hradec Králové);Krajskı úøad Královéhradeckého kraje, Pivovarské nám. 1245, 500 03 Hradec Králové, místnost è. 9-P1.905;;;8;akreditovanı kurz;NE;30;23;1;15;21;17;4;Bc. Jan Písaøík ;
783;15;Stavební zákon v praxi územních samosprávnıch celkù;;17.09.2020 09:00;17.09.2020 17:00;Královéhradeckı kraj;SZVP;AK/VE-255/2019;AK/PV-400/2019;Novı Bydov (okres Hradec Králové);Sál kulturního klubu MEKKA v budovì mìstské knihovny, Husova tøída è.p. 1370, Novı Bydov;;;8;akreditovanı kurz;ANO;30;0;0;0;0;0;0; / ;
784;15;Správní øád od A do Z – Agenda oprávnìnıch úøedních osob;;30.09.2020 09:00;30.09.2020 17:00;Královéhradeckı kraj;SRAO;AK/VE-95/2019;AK/PV-158/2019;Hradec Králové (okres Hradec Králové);Krajskı úøad Královéhradeckého kraje, Pivovarské nám. 1245, 500 03 Hradec Králové, P1.906 ;;;8;akreditovanı kurz;ANO;30;21;2;0;0;0;0;Bc. Jan Písaøík ;
785;15;Správní øád od A do Z - Judikatura v praxi územních samosprávnıch celkù;;01.10.2020 09:00;01.10.2020 17:00;Královéhradeckı kraj;SRJU;AK/VE-366/2019;AK/PV-558/2019;Hradec Králové (okres Hradec Králové);Magistrát mìsta Hradec Králové, Èeskoslovenské armády 408, 502 00 Hradec Králové;;;8;akreditovanı kurz;ANO;30;0;0;0;0;0;0; / ;
786;15;Místní poplatky v praxi obcí: Správa místních poplatkù dle daòového øádu – zvláštní èást;;13.10.2020 09:00;13.10.2020 17:00;Královéhradeckı kraj;MPZÈ;AK/VE-326/2019;AK/PV-518/2019;Hradec Králové (okres Hradec Králové);Krajskı úøad Královéhradeckého kraje, Pivovarské nám. 1245, 500 03 Hradec Králové, místnost è. 9-P1.905 ;;;8;akreditovanı kurz;NE;30;14;2;0;0;0;0;Bc. Jan Písaøík ;
802;15;Hospodaøení a nakládání s majetkem obce;;15.10.2020 09:00;15.10.2020 17:00;Královéhradeckı kraj;HNMO;AK/VE-131/2019;AK/PV-218/2019;Nová Paka (okres Jièín);Mìsto Nová Paka, budova radnice, 1. patro, Dukelské námìstí è.p. 39;;;8;akreditovanı kurz;ANO;9;8;2;0;0;0;0;Bc. Jan Písaøík ;
803;15;Základní principy fungování obce 1/2 (kurz je dvoudenní 6.11. a  4.12.);;06.11.2020 09:00;06.11.2020 17:00;Královéhradeckı kraj;ZPFO;AK/VE-79/2019;AK/PV-134/2019;Chlumec nad Cidlinou (okres Hradec Králové);Mìsto Chlumec nad Cidlinou, Klicperovo námìstí 64;;CHLUM007;16;akreditovanı kurz;ANO;30;17;2;0;0;0;0;Bc. Jan Písaøík ;
804;15;Základní principy fungování obce 2/2 (kurz je dvoudenní 6.11. a 4.12.);;04.12.2020 09:00;04.12.2020 17:00;Královéhradeckı kraj;ZPFO;AK/VE-79/2019;AK/PV-134/2019;Chlumec nad Cidlinou (okres Hradec Králové);Mìsto Chlumec nad Cidlinou, Klicperovo námìstí 64;;CHLUM007;16;akreditovanı kurz;ANO;30;17;1;0;0;0;0; / ;
805;15;Agenda pøestupkù v podmínkách územních samosprávnıch celkù;;03.11.2020 09:00;03.11.2020 17:00;Královéhradeckı kraj;PUSC;AK/VE-273/2019;AK/PV-423/2019;Hradec Králové (okres Hradec Králové);Krajskı úøad Královéhradeckého kraje, Pivovarské nám. 1245, 500 03 Hradec Králové, místnost è. 9-P1.906 ;;;8;akreditovanı kurz;NE;40;20;2;0;0;0;0;Bc. Jan Písaøík ;
817;15;Prùvodce veøejnımi zakázkami – Praxe pøi zadávání veøejné zakázky;;16.10.2020 09:30;16.10.2020 17:00;Královéhradeckı kraj;VZPZ;AK/VE-81/2019;AK/PV-136/2019;Broumov (okres Náchod);Velká zasedací místnost MìÚ Broumov, tøída Masarykova 239;;;8;akreditovanı kurz;ANO;30;12;2;0;0;0;0;Bc. Jan Písaøík ;
818;15;Úøední deska pøehlednì a v pøíkladech;;20.10.2020 08:00;20.10.2020 17:00;Královéhradeckı kraj;ÚDPP;AK/VE-324/2019;AK/PV-514/2019;Broumov (okres Náchod);Velká zasedací místnost MìÚ Broumov, tøída Masarykova 239;;;6;akreditovanı kurz;ANO;30;15;2;0;0;0;0;Bc. Jan Písaøík ;
819;15;Správní øád od A do Z – Vady øízení;;10.11.2020 09:00;10.11.2020 17:00;Královéhradeckı kraj;SRVØ;AK/VE-96/2019;AK/PV-159/2019;Broumov (okres Náchod);Velká zasedací místnost MìÚ Broumov, tøída Masarykova 239;;;8;akreditovanı kurz;ANO;30;15;2;0;0;0;0;Bc. Jan Písaøík ;
820;15;Správní øád od A do Z - Doruèování;;11.11.2020 09:00;11.11.2020 17:00;Královéhradeckı kraj;SRDO;AK/VE-93/2019;AK/PV-155/2019;Hradec Králové (okres Hradec Králové);Krajskı úøad Královéhradeckého kraje, Pivovarské nám. 1245, 500 03 Hradec Králové, P1.906 ;;;8;akreditovanı kurz;ANO;30;7;2;0;0;0;0;Bc. Jan Písaøík ;
821;15;Vybrané otázky poskytování informací podle zákona è. 106/1999 Sb.;;19.11.2020 09:00;19.11.2020 17:00;Královéhradeckı kraj;VOPI;AK/VE-156/2019;AK/PV-255/2019;Hradec Králové (okres Hradec Králové);Magistrát mìsta Hradec Králové, Èeskoslovenské armády 408, 502 00 Hradec Králové;;;8;akreditovanı kurz;ANO;30;3;2;0;0;0;0;Bc. Jan Písaøík ;
822;15;Hospodaøení obcí - rozpoèet a finanèní kontrola;;01.12.2020 09:00;01.12.2020 17:00;Královéhradeckı kraj;HORF;AK/VE-134/2019;AK/PV-221/2019;Hradec Králové (okres Hradec Králové);Krajskı úøad Královéhradeckého kraje, Pivovarské nám. 1245, 500 03 Hradec Králové, místnost è. 9-P1.906 ;;;7;akreditovanı kurz;NE;40;24;1;0;0;0;0; / ;
894;15;Pracovnì právní agenda obcí a úloha personalisty územního samosprávného celku;;27.11.2020 09:00;27.11.2020 17:00;Královéhradeckı kraj;PPAP;AK/VE-120/2020;AK/PV-182/2020;Hradec Králové (okres Hradec Králové);Krajskı úøad Královéhradeckého kraje, Pivovarské nám. 1245, 500 03 Hradec Králové, místnost è. 9-P1.905 ;;;8;akreditovanı kurz;NE;30;0;2;0;0;0;0;Mgr. Simona Vavrochová ;
1336;15;Archivnictví a spisová sluba územních samosprávnıch celkù;;07.06.2019 09:00;07.06.2019 17:00;Královéhradeckı kraj;ASUS;AK/VE-104/2019;AK/PV-171/2019;Kostelec nad Orlicí (okres Rychnov nad Knìnou);;;;8;akreditovanı kurz;NE;;31;1;31;0;0;0; / ;
1344;15;Archivnictví a spisová sluba územních samosprávnıch celkù;;14.06.2019 09:00;14.06.2019 17:00;Královéhradeckı kraj;ASUS;AK/VE-104/2019;AK/PV-171/2019;Kostelec nad Orlicí (okres Rychnov nad Knìnou);;;;8;akreditovanı kurz;NE;;33;1;33;0;0;0; / ;
1349;15;Správní øád od A do Z – Agenda oprávnìnıch úøedních osob;;19.06.2019 09:00;19.06.2019 17:00;Královéhradeckı kraj;SRAO;AK/VE-95/2019;AK/PV-158/2019;Broumov (okres Náchod);;;;8;akreditovanı kurz;NE;;20;1;20;0;0;0; / ;
1357;15;Vybrané otázky poskytování informací podle zákona è. 106/1999 Sb.;;25.06.2019 09:00;25.06.2019 17:00;Královéhradeckı kraj;VOPI;AK/VE-156/2019;AK/PV-255/2019;Náchod (okres Náchod);;;;8;akreditovanı kurz;NE;;14;1;14;0;0;0; / ;
1365;15;Prùvodce veøejnımi zakázkami – Úvod do problematiky zadávání veøejnıch zakázek;;29.06.2019 09:00;29.06.2019 17:00;Královéhradeckı kraj;VZUP;AK/VE-82/2019;AK/PV-137/2019;Hradec Králové (okres Hradec Králové);;;;8;akreditovanı kurz;NE;;7;1;7;0;0;0; / ;
1368;15;Správní øád v rozhodovací praxi orgánù územních samosprávnıch celkù - základní modul;;05.09.2019 09:00;05.09.2019 17:00;Královéhradeckı kraj;SRZM;AK/VE-37/2019;AK/PV-59/2019;Kostelec nad Orlicí (okres Rychnov nad Knìnou);;;20.01.642403 18:15;8;akreditovanı kurz;NE;;55;1;55;0;0;0; / ;
1369;15;Správní øád v rozhodovací praxi orgánù územních samosprávnıch celkù - základní modul;;17.09.2019 09:00;17.09.2019 17:00;Královéhradeckı kraj;SRZM;AK/VE-37/2019;AK/PV-59/2019;Kostelec na Hané (okres Prostìjov);;;20.01.642403 18:15;8;akreditovanı kurz;NE;;53;0;0;0;0;0; / ;
1378;15;Vybrané otázky poskytování informací podle zákona è. 106/1999 Sb.;;10.09.2019 09:00;10.09.2019 17:00;Královéhradeckı kraj;VOPI;AK/VE-156/2019;AK/PV-255/2019;Hradec Králové (okres Hradec Králové);;;;8;akreditovanı kurz;NE;;23;1;23;0;0;0; / ;
1423;15;Vybrané otázky poskytování informací podle zákona è. 106/1999 Sb.;;26.09.2019 09:00;26.09.2019 17:00;Královéhradeckı kraj;VOPI;AK/VE-156/2019;AK/PV-255/2019;Hoøice (okres Jièín);;;;8;akreditovanı kurz;NE;;17;1;17;0;0;0; / ;
1436;15;Archivnictví a spisová sluba územních samosprávnıch celkù;;05.12.2019 09:00;05.12.2019 17:00;Královéhradeckı kraj;ASUS;AK/VE-104/2019;AK/PV-171/2019;Hoøice (okres Jièín);;;;8;akreditovanı kurz;NE;;31;1;31;0;0;0; / ;
1437;15;Zákon è. 312/2002 Sb., o úøednících územních samosprávnıch celkù;;10.12.2019 09:00;10.12.2019 17:00;Královéhradeckı kraj;ZOUR;AK/VE-265/2019;AK/PV-415/2019;Hradec Králové (okres Hradec Králové);;;;8;akreditovanı kurz;NE;;16;1;16;0;0;0; / ;
1439;15;Archivnictví a spisová sluba územních samosprávnıch celkù;;10.12.2019 09:00;10.12.2019 17:00;Královéhradeckı kraj;ASUS;AK/VE-104/2019;AK/PV-171/2019;Rychnov nad Knìnou (okres Rychnov nad Knìnou);;;;8;akreditovanı kurz;NE;;33;1;33;0;0;0; / ;
1461;15;Vybrané otázky poskytování informací podle zákona è. 106/1999 Sb.;;07.11.2019 09:00;07.11.2019 17:00;Královéhradeckı kraj;VOPI;AK/VE-156/2019;AK/PV-255/2019;Nové Mìsto nad Metují (okres Náchod);;;;8;akreditovanı kurz;NE;;21;0;21;0;0;0; / ;
1462;15;Archivnictví a spisová sluba územních samosprávnıch celkù;;10.10.2019 09:00;10.10.2019 17:00;Královéhradeckı kraj;ASUS;AK/VE-104/2019;AK/PV-171/2019;Hradec Králové (okres Hradec Králové);;;;8;akreditovanı kurz;NE;;34;1;34;0;0;0; / ;
1465;15;Archivnictví a spisová sluba územních samosprávnıch celkù;;11.10.2019 09:00;11.10.2019 17:00;Královéhradeckı kraj;ASUS;AK/VE-104/2019;AK/PV-171/2019;Broumov (okres Náchod);;;;8;akreditovanı kurz;NE;;31;1;31;0;0;0; / ;
1468;15;Pracovnì právní agenda obcí;;12.11.2019 09:00;12.11.2019 17:00;Královéhradeckı kraj;PPAO;AK/VE-149/2019;AK/PV-239/2019;Hradec Králové (okres Hradec Králové);;;;6;akreditovanı kurz;NE;;38;0;38;0;0;0; / ;
1470;15;Archivnictví a spisová sluba územních samosprávnıch celkù;;12.11.2019 09:00;12.11.2019 17:00;Královéhradeckı kraj;ASUS;AK/VE-104/2019;AK/PV-171/2019;Dobruška (okres Rychnov nad Knìnou);;;;8;akreditovanı kurz;NE;;62;0;62;0;0;0; / ;
1478;15;Vybrané otázky poskytování informací podle zákona è. 106/1999 Sb.;;18.11.2019 09:00;18.11.2019 17:00;Královéhradeckı kraj;VOPI;AK/VE-156/2019;AK/PV-255/2019;Hradec Králové (okres Hradec Králové);;;;8;akreditovanı kurz;NE;;54;0;54;0;0;0; / ;
1481;15;Prùvodce veøejnımi zakázkami – praxe pøi zadávání veøejné zakázky;;19.11.2019 09:00;19.11.2019 17:00;Královéhradeckı kraj;VZPZ;AK/VE-81/2019;AK/PV-136/2019;Hradec Králové (okres Hradec Králové);;;;8;akreditovanı kurz;NE;;28;0;28;0;0;0; / ;
1488;15;Vybrané otázky poskytování informací podle zákona è. 106/1999 Sb.;;21.11.2019 09:00;21.11.2019 17:00;Královéhradeckı kraj;VOPI;AK/VE-156/2019;AK/PV-255/2019;Sezemice (okres Mladá Boleslav);;;;8;akreditovanı kurz;NE;;29;0;29;0;0;0; / ;
1493;15;Vybrané otázky poskytování informací podle zákona è. 106/1999 Sb.;;28.11.2019 09:00;28.11.2019 17:00;Královéhradeckı kraj;VOPI;AK/VE-156/2019;AK/PV-255/2019;Kostelec nad Orlicí (okres Rychnov nad Knìnou);;;;8;akreditovanı kurz;NE;;23;0;23;0;0;0; / ;
1505;15;Prùvodce veøejnımi zakázkami – Praktická aplikace institutù zákona o zadávání veøejnıch zakázek;;22.10.2019 09:00;22.10.2019 17:00;Královéhradeckı kraj;VZAI;AK/VE-83/2019;AK/PV-138/2019;Hradec Králové (okres Hradec Králové);;;;8;akreditovanı kurz;NE;;23;2;23;0;0;0; / ;
1519;15;Správní øád od A do Z – Agenda oprávnìnıch úøedních osob;;31.10.2019 09:00;31.10.2019 17:00;Královéhradeckı kraj;SRAO;AK/VE-95/2019;AK/PV-158/2019;Dobruška (okres Rychnov nad Knìnou);;;;8;akreditovanı kurz;NE;;44;1;44;0;0;0; / ;
1542;15;Prùvodce veøejnımi zakázkami – praxe pøi zadávání veøejné zakázky;;21.11.2019 09:00;21.11.2019 17:00;Královéhradeckı kraj;VZPZ;AK/VE-81/2019;AK/PV-136/2019;Hradec Králové (okres Hradec Králové);magistrát;;;8;akreditovanı kurz;NE;;16;0;16;0;0;0; / ;
1548;15;Základní principy fungování obce;;06.12.2019 09:00;06.12.2020 17:00;Královéhradeckı kraj;ZPFO;AK/VE-79/2019;AK/PV-134/2019;Kostelec nad Orlicí (okres Rychnov nad Knìnou);;;99XQSWF10052020;8;akreditovanı kurz;NE;;0;0;0;0;0;0; / ;
341;24;Hospodaøení obcí - rozpoèet a finanèní kontrola;;30.01.2020 09:00;30.01.2020 17:00;Hlavní mìsto Praha;HORF;AK/VE-134/2019;AK/PV-221/2019;Magistrát hl. m. Prahy;;;;7;akreditovanı kurz;NE;199;5;2;5;0;0;0;Mgr. Petr Kuš ;
342;24;Poskytování dotací a návratnıch finanèních vıpomocí územními samosprávnımi celky;;30.01.2020 09:00;30.01.2020 17:00;Hlavní mìsto Praha;PDFV;AK/VE-292/2019;AK/PV-463/2019;Praha;;;;8;akreditovanı kurz;NE;;32;2;2;0;0;0;Mgr. Simona Vavrochová ;
345;24;Zákon è. 312/2002 Sb., o úøednících územních samosprávnıch celkù;;04.02.2020 09:00;04.02.2020 17:00;Hlavní mìsto Praha;ZOUR;AK/VE-265/2019;AK/PV-415/2019;Magistrát hl. m. Prahy;;;;8;akreditovanı kurz;NE;;19;1;0;0;0;0;Mgr. Petr Kuš ;
351;24;Ochrana ivotního prostøedí na úrovni obcí;;13.02.2020 09:00;13.02.2020 17:00;Hlavní mìsto Praha;OZPO;AK/VE-224/2019;AK/PV-363/2019;Praha;;;;8;akreditovanı kurz;NE;;24;2;1;0;0;0;Mgr. Simona Vavrochová ;
355;24;Strategické plánování;;19.02.2020 09:00;19.02.2020 17:00;Hlavní mìsto Praha;STPL;AK/VE-173/2019;AK/PV-301/2019;Praha;;;;8;akreditovanı kurz;NE;;20;2;1;0;0;0;Mgr. Simona Vavrochová ;
361;24;Místní poplatky v praxi obcí: Správa místních poplatkù dle daòového øádu – zvláštní èást;;05.03.2020 09:00;05.03.2020 17:00;Hlavní mìsto Praha;MPZÈ;AK/VE-326/2019;AK/PV-518/2019;Praha;;;;8;akreditovanı kurz;NE;;16;2;0;14;14;0;Mgr. Simona Vavrochová ;
363;24;Stavební zákon v praxi územních samosprávnıch celkù;;05.03.2020 09:00;05.03.2020 17:00;Hlavní mìsto Praha;SZVP;AK/VE-255/2019;AK/PV-400/2019;Magistrát hl. m. Prahy;;;;8;akreditovanı kurz;NE;;36;2;1;0;0;0;Mgr. Petr Kuš ;
382;24;Agenda pøestupkù v podmínkách územních samosprávnıch celkù;;07.04.2020 09:00;07.04.2020 17:00;Hlavní mìsto Praha;PUSC;AK/VE-273/2019;AK/PV-423/2019;Magistrát hl. m. Prahy;;;;8;akreditovanı kurz;NE;;1;2;0;0;0;0;Mgr. Petr Kuš ;
